id,filename,path,text,num_chars,duration,sample_rate
1263,009003.wav,wavs\009003.wav,Фирма уже разработала первые разведывательные космические корабли для работы в открытом космосе - Arkyd-100 Series.,115,8.803,44100
1264,128751.wav,wavs\128751.wav,"Снегирев работает в Чехии с две тысячи четырнадцатого года, а Куранов — с 1980-го.",82,7.34,44100
1265,450854.wav,wavs\450854.wav,"Джорджо Армани перечисляет в благотворительный фонд сорок процентов доходов, полученных от продажи товаров под маркой PRODUCT RED.",130,9.221,44100
1266,472336.wav,wavs\472336.wav,В конце января думский комитет по регламенту рекомендовал депутатам проголосовать за лишение Ширшова неприкосновенности.,120,8.908,44100
1267,003971.wav,wavs\003971.wav,"Причем эти отрывки используются на законных основаниях благодаря принципу ""fair use"", который распространяется на новостные каналы.",131,8.803,44100
1268,436557.wav,wavs\436557.wav,"«Электроэнергию уже получает Тбилиси и большая часть страны», — заявили в АО «Государственная электросистема Грузии».",117,8.908,44100
1269,280196.wav,wavs\280196.wav,"Пробиться во второй круг не смогли четыре российские теннисистки - Елена Веснина, Екатерина Иванова, Анна Чакветадзе и Алла Кудрявцева.",135,11.05,44100
1270,204752.wav,wavs\204752.wav,"Сделать это можно на сайте platon.ru, а также пройдя по ссылке в специальных баннерах на сайтах Минтранса России и Росавтодора.",127,9.979,44100
1271,436212.wav,wavs\436212.wav,Соответствующее объявление она разместила на одном из форумов для самоубийц.,76,5.146,44100
1272,305564.wav,wavs\305564.wav,Цифровой плеер Zune поступит в продажу на территории США четырнадцатого ноября две тысячи шестой года по цене от двести пятьдесят долларов.,139,11.233,44100
1273,034193.wav,wavs\034193.wav,"«К концу дня начинаешь лосниться, а кожа увлажнена до крайности.",64,4.258,44100
1274,147877.wav,wavs\147877.wav,"Инцидент произошел, когда на спине слона находились тридцатьшестилетний путешественник из Шотландии и его тринадцатилетняя дочь.",128,9.613,44100
1275,156501.wav,wavs\156501.wav,"Данилова депортируют, ему на длительное время будет запрещен въезд в эту страну.",80,6.113,44100
1276,211776.wav,wavs\211776.wav,"Подобную технологию использовала служба обмена файлами Napster, закрытая за нарушении авторских прав.",101,7.236,44100
1277,319971.wav,wavs\319971.wav,Это была третья попытка Кауча перелететь на шарах из одного штата в другой.,75,6.113,44100
1278,256329.wav,wavs\256329.wav,На юге Албании были повреждены и частично украдены несколько фресок средневекового художника-иконописца Онуфрия.,112,9.195,44100
1279,064293.wav,wavs\064293.wav,"Тем не менее, поставки изделий Roshen в Россию были прекращены.",63,4.598,44100
1280,229412.wav,wavs\229412.wav,"Кредитсоюзкомбанк входил в систему страхования вкладов ССВ, поэтому его клиенты могут расчитывать на частичное возмещение своих сбережений.",139,10.475,44100
1281,476589.wav,wavs\476589.wav,Тело одной из них с множественными ножевыми ранениями было найдено в октябре две тысячи пятого года рядом со стелой в парке «Победы».,133,10.632,44100
1282,442230.wav,wavs\442230.wav,Жалобы на проблемы с доступом стали поступать шестнадцатого мая приблизительно с восьми утра по московскому времени.,116,7.889,44100
1283,043416.wav,wavs\043416.wav,"Когда я действительно умру, никто не поверит"", - заявил Кастро.",63,4.493,44100
1284,390818.wav,wavs\390818.wav,"Торги на американских биржах в четверг, девятого апреля, закрылись ростом основных фондовых индексов, сообщает AFP.",115,8.908,44100
1285,322562.wav,wavs\322562.wav,"В университете, где проводится внутреннее расследование, заявили, что большинству из присутствовавших на мероприятии уже исполнилось восемнадцать лет.",150,10.684,44100
1286,080187.wav,wavs\080187.wav,Ранее спутниковые снимки такого высокого разрешения были доступны лишь военным.,79,6.296,44100
1287,257700.wav,wavs\257700.wav,"Соглаев, рассказывая о планах компании, подчеркнул, что для развития нефтехимии в России требуется стабильность государственной налоговой политики.",147,10.057,44100
1288,109227.wav,wavs\109227.wav,"Спускаемый аппарат ""Союза"" должен приземлиться в Казахстане к юго-востоку от города Джезказган.",95,7.367,44100
1289,141946.wav,wavs\141946.wav,В пограничной службе Украины сведения о переброске «террористов» не подтвердили.,80,6.165,44100
1290,208509.wav,wavs\208509.wav,"Социальная сеть ""ВКонтакте"" начала тестирование сервиса видеозвонков.",69,4.911,44100
1291,107167.wav,wavs\107167.wav,Ее кассовые сборы превысили семьсот миллионов долларов.,55,3.762,44100
1292,497735.wav,wavs\497735.wav,"Выйдя на назначенной остановке, молодые люди еще некоторое время оставались на платформе.",89,5.851,44100
1293,455013.wav,wavs\455013.wav,"Вероятно, вы никогда не увидите ее.",35,2.638,44100
1294,487708.wav,wavs\487708.wav,"Наличие ванной комнаты имеет значение для двадцать шесть процентов респондентов, а двадцать два процента обращают внимание на качество обслуживания в номерах.",158,12.774,44100
1295,539674.wav,wavs\539674.wav,"девятого мая лидер пакистанских талибов Хакимулла Месуд опубликовал письмо, в котором пообещал устроить на предстоящих выборах теракты смертников.",146,11.833,44100
1296,047167.wav,wavs\047167.wav,В ролике аквалангист обнимает рыбу и похлопывает ее по морде.,61,5.695,44100
1297,529115.wav,wavs\529115.wav,"SAP S/4HANA — это новая версия ERP-системы для управления ресурсами предприятия, созданная на базе передовой in-memory платформы SAP HANA.",138,14.341,44100
1298,074922.wav,wavs\074922.wav,"Люди в ресторанах прятались под столами, чтобы защититься, многие пытались спастись бегством.",93,6.269,44100
1299,273803.wav,wavs\273803.wav,"Змеи активно пожирают флоридскую фауну, поэтому власти с ними борются.",70,5.616,44100
1300,154777.wav,wavs\154777.wav,"Затем лига самостоятельно определила и назвала остальных игроков команд, а также тренеров команд.",97,7.236,44100
1301,044938.wav,wavs\044938.wav,"Ранее одиннадцатого декабря губернатор сирийской провинции Хомс Таляль Барази признал, что правительственная армия сдала Пальмиру боевикам «Исламского государства».",164,12.356,44100
1302,065232.wav,wavs\065232.wav,"Буданов несколько раз подавал прошения об УДО, которые были отклонены.",70,5.329,44100
1303,380241.wav,wavs\380241.wav,В ролике ушастый малыш принимает летний душ и в первый раз в жизни окунается в надувной бассейн.,96,6.818,44100
1304,035033.wav,wavs\035033.wav,Об этом заявил министр промышленности и торговли Денис Мантуров в интервью телеканалу «Россия 24».,98,8.725,44100
1305,130339.wav,wavs\130339.wav,Системы должны относиться к седьмому или более высокому уровню готовности готовые к полевым испытаниям прототипы.,113,7.837,44100
1306,022940.wav,wavs\022940.wav,"Об этом сообщил замглавы Минкомсвязи Алексея Волина, передает «Интерфакс».",74,6.348,44100
1307,108060.wav,wavs\108060.wav,Провести ночь внутри самой знаменитой достопримечательности Парижа предложил туристам в мае сервис для кратковременной аренды жилья HomeAway.,141,9.848,44100
1308,278560.wav,wavs\278560.wav,"Причиной стала выборочная проверка куриного мяса, проведенной в июле и августе две тысячи восьмой года санитарными службами.",124,9.639,44100
1309,221745.wav,wavs\221745.wav,"На основе этого документа лидер БЮТ сделала вывод, что руководство ""Нафтогаза"" отказалось от защиты ""по директивам президента Украины Виктора Януковича"".",153,10.893,44100
1310,264611.wav,wavs\264611.wav,"Источник ""Коммерсанта"" в Росавиации, напротив, уверен, что существенных проблем во время реконструкции ВПП в Домодедово не возникнет.",133,9.874,44100
1311,452019.wav,wavs\452019.wav,В России в настоящее время разрабатывается ряд систем управления для всех звеньев командной цепочки различных родов войск.,122,9.221,44100
1312,403905.wav,wavs\403905.wav,Вместе с Минэкономразвития против отмены «мобильного рабства» выступали и сами мобильные операторы.,99,7.706,44100
1313,329433.wav,wavs\329433.wav,Главный тренер сборной Бельгии по футболу Дик Адвокат потребовал дисквалифицировать игрока своей команды Маруана Феллаини.,122,9.221,44100
1314,093168.wav,wavs\093168.wav,На 16-й минуте встречи счет открыл форвард «Питтсбурга» Крис Кунитц.,68,6.217,44100
1315,362727.wav,wavs\362727.wav,"Лидером стал Таиланд с показателем в 2,63 процента.",51,4.598,44100
1316,348323.wav,wavs\348323.wav,Затруднения начались еще во время правления предыдущего руководства страны во главе с Ференцем Дюрчанем.,104,7.889,44100
1317,240284.wav,wavs\240284.wav,"Бывшие руководители ""ЮКОСа"" и ""МЕНАТЕПа"" уже были осуждены за финансовые махинации и приговорены к восьми годам лишения свободы.",128,9.927,44100
1318,217864.wav,wavs\217864.wav,В конце июля Краснодарский краевой суд приступил к рассмотрению уголовного дела в отношении левой активистки Дарьи Полюдовой.,125,9.273,44100
1319,195559.wav,wavs\195559.wav,Семье погибшего фермера выплатили компенсацию в пятьсот тысяч рупий примерно четыреста тридцать тысяч рублей.,109,8.359,44100
1320,132473.wav,wavs\132473.wav,"Неизвестный клиент хотел поставить сорок тысяч фунтов стерлингов на то, что архиепископом станет приходской священник Джеймс Карри James Curry.",143,11.729,44100
1321,326609.wav,wavs\326609.wav,Последний был приговорен к четырем годам условно двадцать четыре декабря 2012-го.,81,7.053,44100
1322,006471.wav,wavs\006471.wav,"В феврале представители генеральной прокуратуры пришли к заключению, что статья Динка не является оскорбительной.",113,8.777,44100
1323,322539.wav,wavs\322539.wav,"ЦСКА и ""Спарта"" выступают в группе F Лиги Европы.",49,3.84,44100
1324,376654.wav,wavs\376654.wav,"двадцатьодинлетняя Кэйла Моррис Kayla Morris увеличила грудь, ягодицы, губы, сделала липосакцию, инъекции ботокса, изменила форму носа.",135,13.793,44100
1325,093533.wav,wavs\093533.wav,В результате погибли пять человек.,34,3.109,44100
1326,036304.wav,wavs\036304.wav,"Об этом во вторник, тридцатого января, сообщает The Guardian.",61,4.78,44100
1327,183066.wav,wavs\183066.wav,"Управляющий директор ""Авиановы"" Константин Тетерин подтвердил ""Коммерсанту"", что компания испытывает ""тяжелейший кризис ликвидности"".",133,9.639,44100
1328,539815.wav,wavs\539815.wav,"В Google добавляют, что Duo будет работать даже при слабом сигнале.",67,5.146,44100
1329,391792.wav,wavs\391792.wav,В ночь с двадцать семь на двадцать восьмого сентября в Москве состоится Велоночь.,81,6.452,44100
1330,070035.wav,wavs\070035.wav,"""Северсталь"" является одним из самых крупных экспортеров России.",64,4.676,44100
1331,417680.wav,wavs\417680.wav,"Речь идет о штрафе в размере 32,5 миллиона рублей.",50,4.911,44100
1332,520531.wav,wavs\520531.wav,Об этом «Интерфаксу» сообщили в пресс-службе следственного управления Следственного комитета России по Ярославской области.,123,9.038,44100
1333,058027.wav,wavs\058027.wav,"В марте две тысячи девятого года экспертиза с помощью анализа ДНК установила, что сохранившиеся в деле образцы спермы принадлежат не Ходжсону.",142,11.598,44100
1334,032234.wav,wavs\032234.wav,"Некоторые российские товары не смогут конкурировать с импортными из-за послаблений, связанных со вступлением России во Всемирную торговую организацию ВТО.",154,10.815,44100
1335,197645.wav,wavs\197645.wav,"В прошлом латвийские власти обвиняли Линдермана в различных преступлениях, включая подготовку покушения на президента страны.",125,8.908,44100
1336,190596.wav,wavs\190596.wav,"В школе нашли ружье на видеокамерах было видно, как подозреваемые пришли с ним в школу.",87,5.799,44100
1337,316081.wav,wavs\316081.wav,"Сотрудниками правоохранительных органов было установлено, что обеих женщин застрелили из охотничьего ружья.",107,8.542,44100
1338,134016.wav,wavs\134016.wav,Весной этого года компания Andersen Consulting провела подобный эксперимент в ЮАР.,82,6.296,44100
1339,246320.wav,wavs\246320.wav,Независимые производители газа добывают 14-16 процентов от общего объема добычи газа в стране.,94,9.143,44100
1340,374656.wav,wavs\374656.wav,"В нем содержались известные правоохранительным органам сведения о структуре преступной группировки, ее участниках и связях.",123,9.43,44100
1341,095845.wav,wavs\095845.wav,Другие подробности этого предложения пока неизвестны.,53,4.127,44100
1342,484918.wav,wavs\484918.wav,"Потом мне рассказали, что все самые сильные хоккеистки в Канаде и США.",70,5.042,44100
1343,503123.wav,wavs\503123.wav,"Однако говорить о смене тренда еще рано, подчеркнул он.",55,4.127,44100
1344,053914.wav,wavs\053914.wav,"Команда делит первое-второе место с ""Манчестер Сити"", который ранее двадцать восьмого августа разгромил на выезде ""Тоттенхэм"" 5:1.",130,10.867,44100
1345,239389.wav,wavs\239389.wav,"Ликвидация RosUkrEnergo, по мнению участников рынка, была связана с арестом Фирташа.",84,6.87,44100
1346,240737.wav,wavs\240737.wav,"Иск был подан в октябре две тысячи двенадцатого года, Литва пыталась оспорить завышенную, по ее мнению, стоимость топлива.",122,9.273,44100
1347,430402.wav,wavs\430402.wav,"«Мы оружие получаем, в том числе и летальное, и никто суверенной Украине не может этого запретить», — заявил Чалый.",115,8.438,44100
1348,053751.wav,wavs\053751.wav,"Повод для этого якобы давали рабочие вопросы», — пишет издание.",63,4.493,44100
1349,318388.wav,wavs\318388.wav,Некоторое время спустя его объявили в розыск.,45,3.657,44100
1350,165686.wav,wavs\165686.wav,"В случае если ситуация станет опасной, зоопарк готов продолжить эвакуацию животных.",83,6.217,44100
1351,391469.wav,wavs\391469.wav,"Самым недорогим днем в августе станет 22-е число, в сентябре — 12-е.",68,6.348,44100
1352,150527.wav,wavs\150527.wav,Метод позволяет достаточно просто получать наноразмерные изделия без применения сложной и дорогостоящей литографии пучком электронов или ионов.,143,10.632,44100
1353,145559.wav,wavs\145559.wav,Он называется Nokia шесть тысяч двести восемь Classic и предназначен только для китайского рынка.,97,7.471,44100
1354,411819.wav,wavs\411819.wav,"По словам Лукашенко, слухи распускает ""пятая колонна из-за пределов страны"".",76,5.747,44100
1355,530601.wav,wavs\530601.wav,В сезоне-2011/12 россиянин нечасто выходит на поле.,51,5.198,44100
1356,161531.wav,wavs\161531.wav,"Рубль упал до 20-месячного минимума по отношению к доллару, сообщает ""Интерфакс"".",81,5.669,44100
1357,406995.wav,wavs\406995.wav,"По словам представительницы аквариума Мелиссы Ли Melissa Lee, два человека были госпитализированы с незначительными порезами и ушибами.",135,10.397,44100
1358,494838.wav,wavs\494838.wav,"Объем финансирования недостроев холдинга, по подсчетам санатора, составляет тридцать девять миллиардов рублей.",110,8.385,44100
1359,533048.wav,wavs\533048.wav,"Об этом РИА Новости во вторник, четырнадцатого февраля, сообщила пресс-секретарь ведомства Юлия Мелано.",103,8.255,44100
1360,241513.wav,wavs\241513.wav,"По его мнению, чтобы написать музыку, подобную этой, нужна еще одна война, подобная Великой Отечественной.",106,7.654,44100
1361,332676.wav,wavs\332676.wav,Новый фильм Квентина Тарантино «Однажды в Голливуде» станет самой близкой к «Криминальному чтиву» картиной из всех других работ режиссера.,138,10.057,44100
1362,254487.wav,wavs\254487.wav,Общий размер штрафов с две тысячи шестой года значительно вырос.,64,4.911,44100
1363,168497.wav,wavs\168497.wav,Дело спортсмена будет передано в суд.,37,3.056,44100
1364,391487.wav,wavs\391487.wav,"Также Саакашвили заявил, что Россия пытается аннексировать Грузию, сообщает Газета.Ру.",86,6.165,44100
1365,153736.wav,wavs\153736.wav,"В разное время работал в «Ленэнерго», аппарате полномочного представителя президента в Северо-Западном федеральном округе, Российской топливной компании и Росавтодоре.",167,13.375,44100
1366,009461.wav,wavs\009461.wav,"Ответственность за теракт взяли на себя боевики группировки, присягнувшей на верность «Исламскому государству».",111,7.784,44100
1367,097349.wav,wavs\097349.wav,"Никто из членов съемочной группы не получил травм ни в плену, ни при освобождении.",82,5.878,44100
1368,209006.wav,wavs\209006.wav,Об этом говорится в официальном пресс-релизе биржи.,51,3.762,44100
1369,476486.wav,wavs\476486.wav,"""Мы не хотим содержать предприятие, из-за лихаческих действий которого у нас возникли убытки"", - сказала она.",109,7.758,44100
1370,127283.wav,wavs\127283.wav,"Любопытно, что в марте две тысячи девятого года Малов объявил, что создание ""Иркут-200"" подходит к завершению.",110,9.143,44100
1371,013101.wav,wavs\013101.wav,Российская бегунья Ирина Привалова выиграла забег на четыреста метров с барьерами на Олимпиаде в Сиднее.,104,7.105,44100
1372,120556.wav,wavs\120556.wav,Однако Тернер смог пролететь на Cessna только два километра и опять упал.,73,5.46,44100
1373,435726.wav,wavs\435726.wav,"Они вызвали экстренные службы, но Дэнни не удалось спасти.",58,4.362,44100
1374,337909.wav,wavs\337909.wav,Причин увольнения журналисту не объяснили.,42,2.952,44100
1375,195304.wav,wavs\195304.wav,"Мэр Филадельфии заявил, что городская Wi-Fi сеть, которую ее создатель, компания Earthlink, решил закрыть, спасена, пишет PC World.",131,10.762,44100
1376,203980.wav,wavs\203980.wav,"Также в чарте сразу два альбома, доступных в предзаказе: «Random Access Memories» Daft Punk и «Спутник» отечественного рэпера LOne.",131,10.449,44100
1377,042158.wav,wavs\042158.wav,"Российские регионы в две тысячи седьмой году неэффективно потратили около четыреста сорок миллиардов рублей, то есть около десять процентов от общей суммы расходов.",164,12.016,44100
1378,499308.wav,wavs\499308.wav,"Мы же будем стараться искать выход из этой ситуации», — сказал Мутко.",69,4.624,44100
1379,517734.wav,wavs\517734.wav,"Иванов пояснил, что агрегатор позволит пользователям искать по категориям и просматривать все представленные на площадке товары.",128,8.725,44100
1380,081672.wav,wavs\081672.wav,"На этом фоне Россия со своими 84,1 миллиарда долларов валютных резервов выглядит вполне по-азиатски.",100,8.908,44100
1381,534852.wav,wavs\534852.wav,Министерство обороны России долгое время не может заключить с ОСК контракты из-за несогласия с предлагаемыми корпорацией ценами на военную продукцию.,149,11.833,44100
1382,125035.wav,wavs\125035.wav,Никитина Ольга Сергеевна Челябинск 7.,37,3.657,44100
1383,154497.wav,wavs\154497.wav,"Американец в этой игре набрал тридцать пять баллов, а его команда победила со счетом 1четыре часов девяносто пять минут двадцать три часов двадцать пять минут, двадцать девять часов двадцать пять минут, двадцать шесть часов двадцать четыре минут, двадцать шесть часов двадцать один минут.",288,22.936,44100
1384,209053.wav,wavs\209053.wav,девятого января игрок был похоронен на Востряковском кладбище в Москве.,71,5.251,44100
1385,101852.wav,wavs\101852.wav,Forbes впервые опубликовал рейтинг крупнейших покупателей российской нефти.,75,5.146,44100
1386,315766.wav,wavs\315766.wav,Наиболее дорогая стоимость выкупа установлена в Москве и Санкт-Петербурге.,74,5.512,44100
1387,026252.wav,wavs\026252.wav,На его создание выделен грант - миллион фунтов стерлингов.,58,4.206,44100
1388,309792.wav,wavs\309792.wav,Независимые эксперты оценили решение Мосгорсуда как компромиссный вариант.,74,5.695,44100
1389,038990.wav,wavs\038990.wav,World of Warcraft является одной из крупнейших многопользовательских игр в мире.,80,5.851,44100
1390,358272.wav,wavs\358272.wav,"Указано, что авто две тысячи шестнадцатого года выпуска с пробегом один километр.",81,8.777,44100
1391,346877.wav,wavs\346877.wav,В конце марта коалиция арабских стран начала военную кампанию против хоуситов с целью возвращения Хади к власти.,112,8.594,44100
1392,516078.wav,wavs\516078.wav,С борта МКС Тюрина и Лопеса-Алегрию будет страховать американская астронавтка Сунита Уильямс.,93,8.072,44100
1393,366913.wav,wavs\366913.wav,В Форт-Лодердейле самолет встречали медики и пожарные.,54,3.657,44100
1394,118694.wav,wavs\118694.wav,"Это значительно дороже нетбуков, но дешевле современных мощных ультрапортативных решений.",89,6.034,44100
1395,507790.wav,wavs\507790.wav,"Их задержали, отмечается в сообщении департамента внутренних дел Южно-Казахстанской области.",92,6.87,44100
1396,076146.wav,wavs\076146.wav,"Кроме того, для связи он оставил номер телефона, который, как выяснилось, принадлежал неработающей арт-галерее в районе Беверли-Хиллз.",134,9.979,44100
1397,211639.wav,wavs\211639.wav,"По словам пятьдесятпятилетнего мясника, таким образом охлажденный напиток можно хранить год.",92,6.922,44100
1398,265839.wav,wavs\265839.wav,"Девушка называет себя одной из представительниц нового поколения врачей, которые могут разоблачить мифы о здоровом питании.",123,9.143,44100
1399,444047.wav,wavs\444047.wav,До тысяча девятьсот шестьдесят четвртого года она вела в газете колонку для молодежи.,85,6.113,44100
1400,258812.wav,wavs\258812.wav,"В две тысячи четырнадцатом году оборот компании составил 6,5 миллиарда рублей.",78,7.053,44100
1401,152634.wav,wavs\152634.wav,"По информации службы скорой помощи, пострадавшего доставили с больницу с легкими ожогами.",89,6.452,44100
1402,082234.wav,wavs\082234.wav,Ведомство считает вполне реальной задачей увеличение темпа роста до четыре процентов через эффективное использование трудовых ресурсов и стимулирование инвестиций.,163,12.904,44100
1403,531065.wav,wavs\531065.wav,"Позднее Исмаилов продал бизнес-центр «Военторг» Сулейману Керимову, а крупнейший гостиничный комплекс в Сочи вместо АСТ достраивала «Ренова» Виктора Вексельберга.",162,13.27,44100
1404,354443.wav,wavs\354443.wav,"В подгруппе «Страхование» — «Ингосстрах», «Росгосстрах», «РЕСО-Гарантия», «АльфаСтрахование», СК «Согласие», «СОГАЗ».",117,10.684,44100
1405,014124.wav,wavs\014124.wav,Роды прошли без осложнений: мать и ее ребенок чувствуют себя хорошо.,68,4.963,44100
1406,063667.wav,wavs\063667.wav,"Не закончив обучение, он отправился на службу в ВМС США — это произошло незадолго до окончания Второй мировой войны.",116,9.038,44100
1407,381253.wav,wavs\381253.wav,В ночь их дежурства в августе две тысячи десятого года из СИЗО совершили побег двадцать пять заключенных.,105,8.176,44100
1408,332109.wav,wavs\332109.wav,Спецпосланника генсека ООН Роберта Серри Robert Serry задержали в Симферополе неизвестные вооруженные люди.,107,8.62,44100
1409,365211.wav,wavs\365211.wav,"шестого июля в эфире радиостанции ""Радио 7"" прозвучит песня ""Blueberry Hill"" в исполнении премьер-министра России Владимира Путина.",131,9.639,44100
1410,481324.wav,wavs\481324.wav,"Кроме того, по предварительным данным, на борту Ту-154 авиакомпании ""Башкирские авиалинии"", было четверо граждан Белоруссии.",124,10.945,44100
1411,384935.wav,wavs\384935.wav,"Начнет сезон театр с ""Евгения Онегина"" Чернякова.",49,3.892,44100
1412,062509.wav,wavs\062509.wav,"Ранее шестого апреля сообщалось, что обвиняемые в убийстве полицейских были ликвидированы при нападении на пост Росгвардии.",123,8.62,44100
1413,011434.wav,wavs\011434.wav,"""Сколько шансов предоставляют Мареку, он постоянно выходит в большинстве - и где отдача?"" - отметил Гимаев.",107,8.385,44100
1414,286059.wav,wavs\286059.wav,Теперь эти скульптурные произведения будут украшать территорию муниципального образования и радовать жителей и гостей Уватского района.,135,9.143,44100
1415,088926.wav,wavs\088926.wav,Наибольшее повышение цен произошло в Выборгском и Приморском районах.,69,4.859,44100
1416,423476.wav,wavs\423476.wav,Всего в совет вошел двадцать один человек.,42,2.873,44100
1417,514829.wav,wavs\514829.wav,"Минтранс России не предпринимает действий, направленных на введение платы за проезд по федеральным трассам с автомобилей массой свыше 3,5 тонны.",144,10.815,44100
1418,194340.wav,wavs\194340.wav,В марте Арбитражный суд Москвы приступил к процедуре банкротства жены Ислямова — Эльвиры.,89,7.131,44100
1419,188985.wav,wavs\188985.wav,"Об этом «Коммерсанту» сообщили в Россвязи, информацию подтвердил менеджер одного из сотовых операторов.",103,7.34,44100
1420,179868.wav,wavs\179868.wav,"Желающих митинговать за Тимошенко, согласно исследованию, больше всего в западной Украине.",90,6.818,44100
1421,334440.wav,wavs\334440.wav,Cупермодель российского происхождения Ирина Шейк снялась в бикини спустя три недели после родов.,96,7.053,44100
1422,192710.wav,wavs\192710.wav,"Ликсутов отметил, что оплата картой «Тройка» пользуется большой популярностью в столице.",88,7.549,44100
1423,201308.wav,wavs\201308.wav,"Калининградская турфирма выдала клиентам поддельные билеты на самолет, по которым им отказали в перелете.",105,8.385,44100
1424,433233.wav,wavs\433233.wav,Подробности о проделанной работе пока неизвестны.,49,3.605,44100
1425,054494.wav,wavs\054494.wav,"Он также сообщил, что Киев собирается подать в международный арбитраж.",70,5.198,44100
1426,105643.wav,wavs\105643.wav,С августа две тысячи двенадцатого года новый кроссовер будет поставляться в Россию из Японии.,93,7.654,44100
1427,379512.wav,wavs\379512.wav,"Представители Домодедово вручили Радику Нургалееву, пожаловавшемуся на изменение тарифов на парковку, подарочный сертификат.",124,9.143,44100
1428,190998.wav,wavs\190998.wav,В ней полиция обнаружила партию недавно украденных из аптеки лекарств.,70,5.094,44100
1429,509040.wav,wavs\509040.wav,"Первая - Пентагон таким образом пытается снизить нагрузку на предприятия Lockheed Martin, чтобы ввести в график программу разработки истребителя.",145,10.945,44100
1430,465307.wav,wavs\465307.wav,"Корабли должны быть приспособлены для транспортировки основных боевых танков, тяжелых грузовиков, боевых машин пехоты и бронетранспортеров.",139,10.214,44100
1431,022022.wav,wavs\022022.wav,В настоящее время HomeAway предлагает в аренду более миллиона домов в сто девяносто странах мира.,97,7.706,44100
1432,419306.wav,wavs\419306.wav,Об этом сообщает РИА Новости со ссылкой на материалы «Газпрома».,64,4.127,44100
1433,140636.wav,wavs\140636.wav,Снимок пятьдесятвосемилетней знаменитости набрал более шестьдесят семь тысяч лайков.,84,6.531,44100
1434,471874.wav,wavs\471874.wav,"Представляет собой декоративную роспись деревянной посуды и мебели, выполненную красным, зеленым и черным тонами по золотистому фону.",133,10.632,44100
1435,441466.wav,wavs\441466.wav,"Гарри и Джеку Уорнерам снять фильм, призванный познакомить американцев с советскими союзниками и укрепить патриотизм нации.",123,9.143,44100
1436,160899.wav,wavs\160899.wav,Результаты работы опубликованы в журнале Solid Earth.,53,4.362,44100
1437,527371.wav,wavs\527371.wav,"По информации СМИ, причиной стала сердечная недостаточность.",60,4.493,44100
1438,107521.wav,wavs\107521.wav,"Возможно также, что сумма выплат будет реструктурирована; не исключена и залоговая продажа НТВ.",95,7.105,44100
1439,106138.wav,wavs\106138.wav,"Аборигенам известно, что их божество находится в преклонном возрасте, однако они верят, что принц вполне может быть бессмертным.",128,8.803,44100
1440,273011.wav,wavs\273011.wav,На три дня инновационный центр «Сколково» станет главной площадкой обмена опытом и знаниями в области технологического предпринимательства и инновационного развития.,165,11.468,44100
1441,295715.wav,wavs\295715.wav,"MLI — международная конвенция по борьбе с уклонением от уплаты налогов, подписанная восемьдесят странами.",105,8.359,44100
1442,017466.wav,wavs\017466.wav,"«Кроме того, китайцы ездят без виз, экономится время на оформление документов, что также возбуждает их интерес», — сказал эксперт.",130,9.273,44100
1443,383982.wav,wavs\383982.wav,"По поводу аэропорта Бланкетт отметил, что информация о готовившейся операции на тот момент уже была достоянием гласности.",121,8.255,44100
1444,338964.wav,wavs\338964.wav,"Торги на американских фондовых площадках в среду, тринадцатого мая, закрылись падением основных биржевых показателей.",117,8.124,44100
1445,271832.wav,wavs\271832.wav,"Зачем «Уралсиб» вошел в акционерный капитал НМТП, источники газеты не уточнили.",79,6.583,44100
1446,035746.wav,wavs\035746.wav,"В Немцова попали четыре пули, он скончался на месте.",52,4.127,44100
1447,239320.wav,wavs\239320.wav,"Как пишет Los Angeles Times, впервые животное заметили еще несколько недель назад рядом с водоочистным предприятием.",116,8.725,44100
1448,305817.wav,wavs\305817.wav,"По состоянию на январь две тысячи семнадцатого года главу государства читают более 13,3 миллиона человек.",105,8.725,44100
1449,456422.wav,wavs\456422.wav,Ростуризм проверяет данные о находящихся в Брюсселе российских путешественниках.,80,5.878,44100
1450,399918.wav,wavs\399918.wav,"Один из сотрудников милиции был ранен, его доставили в травматологическое отделение Ужгородской центральной клинической больницы.",129,9.012,44100
1451,268133.wav,wavs\268133.wav,"Сетью управляла фирма «Анта», владевшая правами на бренд.",57,4.676,44100
1452,381868.wav,wavs\381868.wav,"К тому времени, когда его задержала милиция, оппозиционер успел собрать только 1,2 тысячи белорусских рублей примерно пятьдесят центов.",135,11.416,44100
1453,260767.wav,wavs\260767.wav,"По его словам, он пытался спрятаться в опилках около пятидесяти раз.",68,5.042,44100
1454,284149.wav,wavs\284149.wav,"Это потребует еще около один миллиарда рублей», — сказал Рудый.",63,4.833,44100
1455,194165.wav,wavs\194165.wav,"За весь прошлый год в провинции побывали примерно 6,2 миллиона отдыхающих.",74,6.113,44100
